user_id,n_sessions,n_programmes_watched,n_episodes_watched,top_3_programmes,top_3_genres,total_genre_comedy_consumption_seconds,total_genre_drama_consumption_seconds,total_genre_entertainment_consumption_seconds,total_genre_sport_consumption_seconds,total_genre_other_consumption_seconds,total_genre_factual_consumption_seconds,total_channel_ITV_consumption_seconds,total_channel_ITV2_consumption_seconds,total_channel_ITV3_consumption_seconds,total_channel_ITVBe_consumption_seconds,total_channel_ITV4_consumption_seconds,total_watch_morning_consumption_seconds,total_watch_afternoon_consumption_seconds,total_watch_dinner_consumption_seconds,total_watch_night_consumption_seconds,total_platform_tv_consumption_seconds,total_platform_mobile_consumption_seconds,total_platform_desktop_consumption_seconds,n_devices_watched_on,total_weekend_consumption_seconds,total_consumption_seconds,any_spy_among_friends_consumption,top_3_subgenres,age,gender
/JI1zXe2YNYb8fYhtY7kqXMHKmHwWvkk2om94jRAT3M=,153,10,102,"['THE PROTECTORS', 'WORLD CUP', 'THE SAINT']","['DRAMA', 'SPORT', 'ENTERTAINMENT']",0.0,129816.323,1233.38259837,214584.3775377,0.0,0.0,21973.363628007,0.0,9.722900000000001,0.0,10630.163585599998,53374.70382440001,116733.375847,109945.89117929999,65580.11228537,345634.0831360701,0.0,0.0,2.0,85274.27831277,345634.0831360701,True,"['CRIME AND THRILLER', 'ACTION AND ADVENTURE', 'FOOTBALL']",31.0,Male
/JRZcfROMvofPoE73y8lfnXy8D9MyuMbinSdlFvP3LA=,13,6,8,"['PROFESSOR T', 'BLACK WORK', 'A SPY AMONG FRIENDS']","['DRAMA', 'ENTERTAINMENT', 'SPORT']",0.0,10794.905,2980.0,1978.128405,0.0,0.0,1326.8131405,0.0,0.0,0.0,0.0,0.0,0.0,10187.407405,5565.626,15753.033405,0.0,0.0,1.0,44.822,15753.033405,True,"['CRIME AND THRILLER', 'SOCIAL DRAMA', 'FOOTBALL']",44.0,Female
/JT96BoFu9W5SyxQy14YH4/ra47edCWPeDa3RozeUSA=,19,5,15,"[""I'M A CELEBRITY... GET ME OUT OF HERE!"", '24 TO LIFE', 'ACCUSED OF MURDERING OUR SON - THE STEVEN CLARK STORY']","['ENTERTAINMENT', 'FACTUAL', 'DRAMA']",0.0,2024.998,25363.788000000004,0.0,0.0,3283.58,2649.9328000000005,0.0,0.0,214.804,0.0,0.0,13634.909,14889.417,2148.04,30672.366,0.0,0.0,1.0,13421.5,30672.366,False,"['CELEBRITY', 'DOCUMENTARY', 'REAL LIVES']",32.0,Female
/OEd3LK7GjCH+XJXmnkp8vXYqiCeXNN9Dawy0vCnReY=,88,9,20,"['WORLD CUP', 'THE HOLIDAY', 'TIPPING POINT']","['SPORT', 'ENTERTAINMENT', 'OTHER']",0.0,2299.536,4714.532928574,6466.780912899998,7886.66,0.0,553.4301046702,786.6659999999999,0.0,472.98380000000003,93.7174794772,581.762846113,2518.152449462,18267.594545899,0.0,21367.509841474,0.0,0.0,2.0,548.6095668,21367.509841474,True,"['FOOTBALL', 'EVENT', 'COMEDY']",33.0,Female
/PD0PAzvSv6q56LHye47wrAyUD51KsoPT9lShG9L+cg=,19,10,18,"[""I'M A CELEBRITY... GET ME OUT OF HERE!"", 'BATTLEBOTS', 'MURDER IN THE FAMILY']","['ENTERTAINMENT', 'DRAMA', 'FACTUAL']",4993.412,5470.329,26569.324243999996,0.0,0.0,2043.952,2308.0601244,684.0961000000001,0.0,0.0,711.1503,5814.0,2718.894,23802.975,6741.148244,39077.01724400001,0.0,0.0,2.0,6573.222,39077.01724400001,False,"['CELEBRITY', 'SCIENCE AND TECHNOLOGY', 'CHAT AND MAGAZINE']",32.0,Male
/Q+yM3fqOc/hRjA5Hcm4lNst+vtkZsVd3cZqTRm1HXk=,309,26,200,"['EMMERDALE', 'CORONATION STREET', 'UNFORGOTTEN']","['DRAMA', 'ENTERTAINMENT', 'FACTUAL']",0.0,539554.3140797829,4245.74637588,0.0,2588.532,4587.226198587,39031.43846542499,0.0,13399.967300000006,407.6096,0.0,181137.20037588006,92360.358,124941.30907978302,152536.95119858705,550975.8186542498,0.0,0.0,2.0,125724.51124230603,550975.8186542498,True,"['LONG RUNNING DRAMA', 'CRIME AND THRILLER', 'BASED ON A TRUE STORY']",,Prefer not to answer
/RYxwLoqfER5DCwozZwEzctBMWsdA+XBJaK0sMxQtHU=,3,2,3,"['A SPY AMONG FRIENDS', 'MINDER']",['DRAMA'],0.0,3342.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7114000000000003,0.0,0.0,0.0,3342.875,3342.875,0.0,0.0,1.0,17.114,3342.875,True,"['CRIME AND THRILLER', 'COMEDY']",,Prefer not to answer
/VOhTkF8Ef83wPbrR6OI5pgCaNZHJQo30uO4J9Z1Pag=,7,1,3,['CORONATION STREET'],['DRAMA'],0.0,1639.3709999999999,0.0,0.0,0.0,0.0,163.9371,0.0,0.0,0.0,0.0,0.0,0.0,50.193,1589.1779999999999,1639.3709999999999,0.0,0.0,1.0,0.0,1639.3709999999999,False,['LONG RUNNING DRAMA'],37.0,Male
/Xw7FiWR3CxzCDb0ZMiD55TDY2c0DxtPabbWPrgPS04=,119,37,131,"['MIDSOMER MURDERS', 'VERA', 'HEARTBEAT']","['DRAMA', 'ENTERTAINMENT', 'SPORT']",653.991,357462.98379792104,31335.940915897998,7753.979554544999,3573.8971028,0.0,6823.6335535633,391.90000000000003,31764.350673273104,0.0,668.8009102799999,30409.928939000005,135066.045342574,146002.44463566304,89302.373453927,210087.18444721302,0.0,190693.60792395106,2.0,110991.787772046,400780.792371164,False,"['CRIME AND THRILLER', 'CONTEMPORARY BRITISH', 'PERIOD AND HISTORICAL']",43.0,Male
/YCWgzSoqnYDJ650wYy6eXl8GgW6g9h2WyDR5YX1554=,179,20,77,"['WHO WANTS TO BE A MILLIONAIRE?', 'THE CHASE', 'PRIME SUSPECT']","['ENTERTAINMENT', 'DRAMA', 'SPORT']",514.962,119048.37321400002,100335.53800000003,9.070761035,0.0,5797.001116,13136.8633091035,699.3895,8009.410700000002,488.0794000000001,135.918,0.0,9531.373,189624.53397503495,26549.038116,225704.94509103487,0.0,0.0,1.0,71167.85721400002,,True,"['QUIZ AND GAME SHOWS', 'CRIME AND THRILLER', 'CONTEMPORARY BRITISH']",34.0,Female
/Ytk+6TPZv0yu7jRDE3rHyr2dFeVLnnXB2/qeWsgxns=,35,9,21,"['THE REAL HOUSEWIVES OF CHESHIRE', 'THE LARKINS', 'MIDSOMER MURDERS']","['DRAMA', 'ENTERTAINMENT', 'COMEDY']",1167.228,15385.335000000001,11490.626999999999,0.0,0.0,0.0,1493.605,0.0,92.5266,1149.0627000000002,0.0,277.114,7878.6849999999995,4199.182,15688.208999999999,28043.19,0.0,0.0,2.0,2003.636,28043.19,True,"['CRIME AND THRILLER', 'ENTERTAINMENT', 'REAL LIVES']",33.0,Male
/aIV0VBQTy/+B9te7qcMCCcBjFYYKTvAp106L3fthCc=,4,2,3,"['WORLD CUP', 'CATCHPHRASE']","['SPORT', 'ENTERTAINMENT']",0.0,0.0,453.4487421,5803.38783,0.0,0.0,625.6836572100001,0.0,0.0,0.0,0.0,0.0,0.0,6256.8365721,0.0,3831.1120361,0.0,2425.724536,2.0,2425.724536,6256.8365721,False,"['FOOTBALL', 'EVENT', 'QUIZ AND GAME SHOWS']",50.0,Female
/bKM5N5pDFEqz3hB1WUHxsKN+yLwvd9elOIjJqDbTME=,17,4,13,"['CORONATION STREET', 'THE ONLY WAY IS ESSEX', 'A SPY AMONG FRIENDS']","['DRAMA', 'ENTERTAINMENT', 'SPORT']",0.0,14136.321999999998,6563.146,0.0,0.0,0.0,400.61710000000005,0.0,0.0,656.3146,0.0,10194.139000000001,3454.2889999999998,3669.319,3381.721,20699.468,0.0,0.0,2.0,3454.2889999999998,20699.468,True,"['LONG RUNNING DRAMA', 'FACTUAL', 'REAL LIVES']",40.0,Male
/bmIWN4czuvv8v0oH4a4DzvpzYmOG11q/Sf5YbPC/RQ=,23,8,20,"['THE SISTER', 'THE LARKINS', 'OUR HOUSE']","['DRAMA', 'OTHER']",0.0,43685.901,0.0,0.0,18193.46,0.0,2664.4287999999997,0.0,1018.0088000000001,0.0,0.0,19045.693000000003,21801.802,15544.592000000002,5487.273999999999,61879.36099999999,0.0,0.0,1.0,18447.313000000002,61879.36099999999,True,"['CRIME AND THRILLER', 'ENTERTAINMENT', 'DRAMA']",31.0,Female
/dJ6QsZrEfSjkVU4JDrGTaQVvJKzVgIQ4GG+ZOq9bPU=,13,5,8,"['LOVE YOUR WEEKEND WITH ALAN TITCHMARSH', ""JAMES MARTIN'S SATURDAY MORNING"", 'THE VOICE']","['ENTERTAINMENT', 'DRAMA']",0.0,2807.0,26167.04,0.0,0.0,0.0,2787.4039999999995,0.0,0.0,0.0,0.0,0.0,0.0,23237.04,5737.0,28974.04,0.0,0.0,1.0,12730.0,28974.04,True,"['CHAT AND MAGAZINE', 'FAMILY', 'MUSICALS']",34.0,Female
/fODD3U3QHz/fwU3HRSKUdhY1/jc2kLlP0mnlJNwcpk=,31,12,24,"[""I'M A CELEBRITY... GET ME OUT OF HERE!"", 'LOOSE WOMEN', 'EMMERDALE']","['ENTERTAINMENT', 'DRAMA']",0.0,5262.4085334,26151.207960557,0.0,0.0,0.0,3063.5831493957007,75.5707,0.0,2.2078,0.0,328.683,19194.992514887002,11548.858533400002,341.08244567,0.0,31413.616493957008,0.0,1.0,7479.090445670001,,False,"['CELEBRITY', 'CHAT AND MAGAZINE', 'DRAMA']",32.0,Male
/hYjzhu5yyLda/ZwO8sEkuzrfTC32vD3A61olRta0bk=,3,3,3,"['EMMERDALE', 'CORONATION STREET', 'WORLD CUP']","['DRAMA', 'SPORT']",0.0,3985.4139999999998,0.0,7452.307119,0.0,0.0,1143.7721119,0.0,0.0,0.0,0.0,0.0,0.0,7452.307119,3985.4139999999998,11437.721119,0.0,0.0,1.0,0.0,11437.721119,False,"['LONG RUNNING DRAMA', 'FOOTBALL', 'EVENT']",28.0,Prefer not to answer
/hZSighcywFQ1WEqjiEpKg57I/hNyPPM7dMLrKOuh4c=,25,7,17,"['RICHES', 'FA CUP', 'WITHOUT SIN']","['DRAMA', 'SPORT', 'FACTUAL']",0.0,20847.118000000002,0.0,140.25994677100002,2263.839,732.001,2056.1721946770995,226.3839,0.0,0.0,0.0,0.0,0.0,7784.517,,23983.217946771005,0.0,0.0,1.0,10208.894,23983.217946771005,True,"['DRAMA', 'CRIME AND THRILLER', 'FOOTBALL']",30.0,Other
/kfwr93GR8LVmgwyXNDEAuV63VaPG2afos27E60g5uA=,89,10,52,"['CORONATION STREET', 'RICHES', 'THE REUNION']","['DRAMA', 'OTHER', 'FACTUAL']",0.0,63684.03300000001,0.0,0.0,11026.964,0.0,6365.4028999999955,0.0,0.0,0.0,0.0,48677.15600000002,1373.717,24660.124,0.0,36207.617,0.0,38503.380000000005,2.0,12657.264000000001,74710.997,True,"['LONG RUNNING DRAMA', 'DRAMA', 'THRILLER']",,Prefer not to answer
/pYNEc860X/2LYuWxwECFh0YBlozz7WcjOo5MRY79Kg=,2,2,2,"['CILLA', 'VOICE OF A SERIAL KILLER']","['FACTUAL', 'DRAMA']",0.0,2811.94,0.0,0.0,0.0,1599.778,0.0,0.0,281.194,0.0,0.0,0.0,0.0,4411.718,0.0,4411.718,0.0,0.0,1.0,0.0,4411.718,False,"['BASED ON A TRUE STORY', 'PERIOD AND HISTORICAL', 'TRUE CRIME']",30.0,Female
/qZ0w49oWGfmzIJu6Js7za46gwf8/XtqKsDcsiLPNa8=,5,2,2,"['WORLD CUP', 'A SPY AMONG FRIENDS']","['SPORT', 'DRAMA']",0.0,3237.525,0.0,1160.1532304900002,0.0,0.0,116.01532304900002,0.0,0.0,0.0,0.0,0.0,0.0,1160.1532304900002,3237.525,4397.678230490001,0.0,0.0,2.0,0.0,4397.678230490001,True,"['FOOTBALL', 'EVENT', 'CRIME AND THRILLER']",37.0,Female
/qdpdkjyz+k+FZPlGpxpTow8vM78ffG+aD37AwhDnnI=,11,1,1,['WORLD CUP'],['SPORT'],0.0,0.0,0.0,2265.109708236,0.0,0.0,226.51097082360002,0.0,0.0,0.0,0.0,0.0,0.0,2265.109708236,0.0,0.0,2265.109708236,0.0,1.0,2265.109708236,2265.109708236,False,"['FOOTBALL', 'EVENT']",26.0,Male
/udhgX2llsGBqeX7vRmKxSxcbBITT8NMhb0Ef9iqTQY=,101,9,29,"['THE SUSPECT', 'LITVINENKO', 'WITHOUT SIN']",['DRAMA'],0.0,96855.52599999997,0.0,0.0,0.0,0.0,7510.1114,0.0,0.0,0.0,0.0,0.0,37758.75300000001,46516.52400000003,12580.249,96855.52599999997,0.0,0.0,1.0,29616.315,96855.52599999997,True,"['CRIME AND THRILLER', 'CRIME', 'BASED ON A TRUE STORY']",30.0,Other
/zID2vadNqGj3Lf6BPtSVqBqaanfSAx+75kyV2YYWck=,5,1,3,"['GORDON, GINO & FRED: ROAD TRIP']",['ENTERTAINMENT'],0.0,0.0,5534.867,0.0,0.0,0.0,0.0,553.4867,0.0,0.0,0.0,0.0,929.642,3744.4159999999997,860.809,5534.867,0.0,0.0,1.0,929.642,5534.867,False,"['FACTUAL', 'TRAVEL', ' ADVENTURE AND EXPLORATION']",32.0,Female
0+RZkXaTz7fl0MtW0pHKJb7ld+xOXuwoCVI91+1YEHs=,1,1,1,"[""CARRY ON... DON'T LOSE YOUR HEAD""]",['OTHER'],0.0,0.0,0.0,0.0,5204.559,0.0,0.0,0.0,520.4559,0.0,0.0,5204.559,0.0,0.0,0.0,0.0,5204.559,0.0,1.0,5204.559,5204.559,False,"['PERIOD', 'COMEDY']",38.0,Male
0/EP04h/g6kCUjAXnBnfS4JqLLTGX3Dc9JP3OWMpZm0=,3,1,1,['A SPY AMONG FRIENDS'],['DRAMA'],0.0,1397.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.119,1397.119,0.0,0.0,1.0,0.0,1397.119,True,['CRIME AND THRILLER'],,Male
08RvNEazrNhaihnI1Hv+tFkE7y1+vx4O9g+Uv8ijtEg=,31,19,29,"['THIS MORNING', ""BRITAIN'S NOTORIOUS PRISONS"", 'LORRAINE']","['ENTERTAINMENT', 'FACTUAL', 'SPORT']",1073.63,6198.0,20254.306308609997,1501.756603,2589.49083996,7025.547628941,3423.9372375011,0.0,107.36300000000001,0.0,98.51600055,11139.345157799999,6011.7598922100005,17571.17669606,3920.449634441,38068.80578301101,573.9255975,0.0,3.0,5935.22083896,38642.731380511,False,"['CELEBRITY', 'CHAT AND MAGAZINE', 'FOOD AND DRINK']",32.0,Prefer not to answer
08xrmTAV8g5ZZu6L5FCT367sqd6RT3DWjdN9KntkCjw=,10,2,7,"['A SPY AMONG FRIENDS', 'STONEHOUSE']",['DRAMA'],0.0,20542.005,0.0,0.0,0.0,0.0,64.68400000000001,0.0,0.0,0.0,0.0,0.0,0.0,20542.005,0.0,20542.005,0.0,0.0,1.0,10057.277,20542.005,True,"['CRIME AND THRILLER', 'CRIME']",29.0,Male
